TIGR00367	TIGR00367	hypoth_equivalog	157			K+-dependent Na+/Ca+ exchanger homolog
CoxB	TIGR02866	equivalog	112	coxB	1.9.3.1	cytochrome c oxidase, subunit II
uvrb	TIGR00631	equivalog	132	uvrB	3.1.25.-	excinuclease ABC subunit B
tungstate_WtpA	TIGR03730	equivalog	0			tungstate ABC transporter binding protein WtpA
hisJ_fam	TIGR01856	subfamily	0			histidinol phosphate phosphatase HisJ family
phage_term_2	TIGR01547	equivalog	152			phage terminase, large subunit, PBSX family
EIID-AGA	TIGR00828	subfamily	700			PTS system, mannose/fructose/sorbose family, IID component
casE_Cse3	TIGR01907	equivalog	708	cas6e		CRISPR-associated protein Cas6/Cse3/CasE, subtype I-E/ECOLI
TIGR00454	TIGR00454	hypoth_equivalog	156			TIGR00454 family protein
casB_cse2	TIGR02548	equivalog	708	casB		CRISPR type I-E/ECOLI-associated protein CasB/Cse2
glucan_65_rpt	TIGR04035	repeat	0			glucan-binding repeat
vnfK_nitrog	TIGR02932	equivalog	179	vnfK	1.18.6.1	V-containing nitrogenase, beta subunit
ctc_TL5	TIGR00731	equivalog	158			ribosomal protein L25, Ctc-form
WcaD	TIGR04010	equivalog	0	wcaD		putative colanic acid polymerase WcaD
pup_AAA	TIGR03689	equivalog	138	arc	3.6.4.8	proteasome ATPase
MtrF	TIGR02507	equivalog	0	mtrF	2.1.1.86	tetrahydromethanopterin S-methyltransferase, F subunit
ilvA_2Cterm	TIGR01124	equivalog	74	ilvA	4.3.1.19	threonine ammonia-lyase, biosynthetic
rplD_bact	TIGR03953	equivalog	158	rplD		50S ribosomal protein L4
tal_mycobact	TIGR00876	equivalog	117	tal	2.2.1.2	transaldolase
recf	TIGR00611	subfamily	132	recF		DNA replication and repair protein RecF
GldK_short	TIGR03529	equivalog	0	gldK		gliding motility-associated lipoprotein GldK
methan_mark_11	TIGR03280	hypoth_equivalog	0			putative methanogenesis marker protein 11
torA	TIGR02164	equivalog	0	torA	1.7.2.3	trimethylamine-N-oxide reductase TorA
argS	TIGR00456	equivalog	137	argS	6.1.1.19	arginine--tRNA ligase
wcaK	TIGR04006	equivalog	0	wcaK		colanic acid biosynthesis pyruvyl transferase WcaK
rhom_GG_cterm	TIGR03902	hypoth_equivalog	0		3.4.21.-	rhomboid family GlyGly-CTERM serine protease
ectoine_ehuA	TIGR03005	equivalog	0	ehuA		ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
HpaI	TIGR02311	equivalog	0	hpaI	4.1.2.-	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
sphingomy	TIGR03395	equivalog	187	sph	3.1.4.12	sphingomyelin phosphodiesterase
bcl-2	TIGR00865	subfamily	129	bcl-2		Apoptosis regulator
one_C_fae	TIGR03126	equivalog_domain	0	fae		formaldehyde-activating enzyme
rSAM_NirJ2	TIGR04055	equivalog	0	nirJ2		putative heme d1 biosynthesis radical SAM protein NirJ2
heptsyl_trn_II	TIGR02195	equivalog	90	rfaF	2.4.-.-	lipopolysaccharide heptosyltransferase II
TIGR00266	TIGR00266	hypoth_equivalog	156			TIGR00266 family protein
coaC_strep	TIGR02113	equivalog	83	coaC	4.1.1.36	phosphopantothenoylcysteine decarboxylase
carot_isom	TIGR02730	equivalog	76	crtH	5.-.-.-	carotene isomerase
PgaC_IcaA	TIGR03937	equivalog	0	pgaC	2.4.1.-	poly-beta-1,6 N-acetyl-D-glucosamine synthase
cyd_oper_ybgE	TIGR02112	equivalog	112			cyd operon protein YbgE
hutI	TIGR01224	equivalog	109	hutI	3.5.2.7	imidazolonepropionase
PBP_1c	TIGR02073	equivalog	89	pbpC		penicillin-binding protein 1C
rSAM_more_4Fe4S	TIGR04085	domain	0			radical SAM additional 4Fe4S-binding domain
3a0901s05TIC20	TIGR00994	subfamily	142			chloroplast protein import component, Tic20 family
rpsD_bact	TIGR01017	equivalog	158	rpsD		ribosomal protein S4
urea_carbox	TIGR02712	equivalog	160	uca	6.3.4.6	urea carboxylase
TIGR00162	TIGR00162	hypoth_equivalog	156			TIGR00162 family protein
3a0901s03IAP75	TIGR00992	subfamily	142			chloroplast envelope protein translocase, IAP75 family
IF-2	TIGR00487	equivalog	169	infB		translation initiation factor IF-2
spore_III_D	TIGR02844	equivalog	705	spoIIID		sporulation transcriptional regulator SpoIIID
phasin_3	TIGR02809	equivalog	0			phasin family protein
RNase_Z_T_toga	TIGR02650	equivalog	166	rnz	3.1.26.11	ribonuclease Z, Thermotoga type
mycofact_OYE_1	TIGR03996	hypoth_equivalog	0		1.-.-.-	mycofactocin system FadH/OYE family oxidoreductase 1
MPGP_rel	TIGR02463	hypoth_equivalog	157		3.1.3.-	mannosyl-3-phosphoglycerate phosphatase homolog
CM_mono_grmpos	TIGR01805	equivalog_domain	70		5.4.99.5	chorismate mutase
AMP_deaminase	TIGR01429	equivalog	0		3.5.4.6	AMP deaminase
argC	TIGR01850	equivalog	73	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
VI_IcmF	TIGR03348	hypoth_equivalog	187	icmF		type VI secretion protein IcmF
methan_mark_3	TIGR03268	hypoth_equivalog	159			putative methanogenesis marker protein 3
near_KaiC_dom	TIGR03879	domain	0			probable regulatory domain
MalateDH-SF1	TIGR01759	subfamily	0		1.1.1.-	malate dehydrogenase
rpe	TIGR01163	equivalog	117	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
mtrC	TIGR01148	equivalog	184	mtrC	2.1.1.86	tetrahydromethanopterin S-methyltransferase, subunit C
FMN_reduc_SsuE	TIGR03567	equivalog	106	ssuE	1.5.1.29	FMN reductase
HrpB7	TIGR02559	equivalog	0			type III secretion protein HrpB7
modB_ABC	TIGR02141	equivalog	143	modB		molybdate ABC transporter, permease protein
GTPase_YsxC	TIGR03598	equivalog	136	ysxC		ribosome biogenesis GTP-binding protein YsxC
pcnB	TIGR01942	subfamily	0	pcnB	2.7.7.19	poly(A) polymerase
YCCS	TIGR01666	hypoth_equivalog	88	yccS		hypothetical membrane protein, TIGR01666
TIGR00292	TIGR00292	equivalog	162			thiazole biosynthesis enzyme
phosphono_phnM	TIGR02318	equivalog	184	phnM		phosphonate metabolism protein PhnM
atpD	TIGR01039	equivalog	111	atpD	3.6.3.14	ATP synthase F1, beta subunit
mpl	TIGR01081	equivalog	89	mpl		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
3mg	TIGR00567	subfamily	132		3.2.2.-	DNA-3-methyladenine glycosylase
conj_TIGR03757	TIGR03757	hypoth_equivalog	186			integrating conjugative element protein, PFL_4709 family
Trep_Strep	TIGR02185	subfamily	88			conserved hypothetical integral membrane protein TIGR02185
glmS	TIGR01135	equivalog	100	glmS	2.6.1.16	glutamine-fructose-6-phosphate transaminase (isomerizing)
2a37	TIGR00932	subfamily	145			transporter, monovalent cation:proton antiporter-2 (CPA2) family
SPP-subfamily	TIGR01482	subfamily	0		3.1.3.-	sucrose-phosphate phosphatase subfamily
ars_reduc_gluta	TIGR02689	equivalog	96	arsC	1.20.4.1	arsenate reductase, glutathione/glutaredoxin type
pppGpp_PNP	TIGR02696	exception	0	gpsI	2.7.-.- 2.7.7.8	guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase
protease_degS	TIGR02038	equivalog	263	degS	3.4.21.-	periplasmic serine peptidase DegS
arsC	TIGR00014	equivalog	96	arsC	1.20.4.1	arsenate reductase (glutaredoxin)
livcs	TIGR00796	equivalog	142	brnQ		branched-chain amino acid transport system II carrier protein
HpaD_Fe	TIGR02298	equivalog	0	hpaD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Mtu_fam_mce	TIGR00996	paralog	187			virulence factor Mce family protein
2A0125	TIGR00901	subfamily	149			AmpG-related permease
spore_V_K	TIGR02881	equivalog	705	spoVK		stage V sporulation protein K
HAD-SF-IIIA	TIGR01662	subfamily_domain	703			HAD hydrolase, family IIIA
fliS	TIGR00208	equivalog	188	fliS		flagellar protein FliS
NDP-sugDHase	TIGR03026	subfamily	0			nucleotide sugar dehydrogenase
tape_meas_nterm	TIGR02675	domain	0			tape measure domain
methan_mark_10	TIGR03278	equivalog	0			putative methanogenesis marker protein 10
gutA	TIGR00849	subfamily	700		2.7.1.69	PTS system, glucitol/sorbitol-specific IIA component
dhaK1	TIGR02363	equivalog	0	dhaK	2.7.1.-	dihydroxyacetone kinase, DhaK subunit
PurN	TIGR00639	equivalog	125	purN	2.1.2.2	phosphoribosylglycinamide formyltransferase
HAD-SF-IIIC	TIGR01681	subfamily_domain	0			HAD phosphatase, family IIIC
glnS	TIGR00440	equivalog	137	glnS	6.1.1.18	glutamine--tRNA ligase
plancto_dom_2	TIGR03009	subfamily	156			Planctomycetes uncharacterized domain TIGR03009
rmlC	TIGR01221	equivalog	90	rfbC	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase
sex-lethal	TIGR01659	subfamily	0			sex-lethal family splicing factor
urate_oxi	TIGR03383	equivalog	102	pucL	1.7.3.3	urate oxidase
pyrrolys_PylB	TIGR03910	equivalog	69	pylB		pyrrolysine biosynthesis radical SAM protein
Bthiol_YpdA	TIGR04018	hypoth_equivalog	703	ypdA	1.8.-.-	putative bacillithiol system thiol disulfide oxidoreductase, YpdA family
typeII_sec_gspG	TIGR01710	equivalog	187	gspG		general secretion pathway protein G
mycothione_red	TIGR03452	equivalog	0	mtr	1.8.1.15	mycothione reductase
deacetyl_PgaB	TIGR03938	equivalog	90	pgaB	3.5.1.-	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB
rpiB_lacA_lacB	TIGR00689	subfamily	0		5.3.1.-	sugar-phosphate isomerases, RpiB/LacA/LacB family
spore_ger_x_C	TIGR02887	subfamily	705			germination protein, Ger(x)C family
spo_ytxC	TIGR02834	equivalog	705	ytxC		putative sporulation protein YtxC
M3_fam_3	TIGR02290	subfamily	0		3.4.24.-	oligoendopeptidase, pepF/M3 family
g3p_cytidyltrns	TIGR01518	equivalog	89	tagD	2.7.7.39	glycerol-3-phosphate cytidylyltransferase
yjdL_sub1_fam	TIGR00924	subfamily	142			amino acid/peptide transporter (Peptide:H+ symporter)
EcbF-BcbF	TIGR01689	subfamily	0			capsule biosynthesis phosphatase
uvde	TIGR00629	equivalog	132	uvdE		UV damage endonuclease UvdE
flagell_FlgJ	TIGR02541	equivalog	0	flgJ		flagellar rod assembly protein/muramidase FlgJ
CydD	TIGR02857	equivalog	0	cydD		thiol reductant ABC exporter, CydD subunit
TIGR00046	TIGR00046	subfamily	168		2.1.1.-	RNA methyltransferase, RsmE family
pyridox_MJ0158	TIGR03576	hypoth_equivalog	703			pyridoxal phosphate enzyme, MJ0158 family
molyb_mobA	TIGR02665	equivalog	82	mobA		molybdopterin-guanine dinucleotide biosynthesis protein A
cysS	TIGR00435	equivalog	137	cysS	6.1.1.16	cysteine--tRNA ligase
cyto_c552_HCOOH	TIGR03152	exception	112	nrfA	1.7.2.2	formate-dependent cytochrome c nitrite reductase, c552 subunit
lctP	TIGR00795	subfamily	144			transporter, lactate permease (LctP) family
2A0113	TIGR00892	subfamily	144	mct1		monocarboxylate transporter
lipid_A_lpxD	TIGR01853	equivalog	90	lpxD	2.3.1.-	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
Mtu_PIN_fam	TIGR00028	subfamily	0			Mycobacterium tuberculosis PIN domain family
TMAO_torE	TIGR02972	equivalog	110	torE		trimethylamine N-oxide reductase system, TorE protein
BioC	TIGR02072	hypoth_equivalog	77	bioC		biotin biosynthesis protein BioC
blh_monoox	TIGR03753	subfamily	0		1.14.99.36	beta-carotene 15,15'-monooxygenase, Brp/Blh family
alt_F1F0_F1_gam	TIGR03323	exception	0			alternate F1F0 ATPase, F1 subunit gamma
selen_ocin	TIGR04081	subfamily	0			radical SAM modification target peptide, GSU_1558 family
soxL2	TIGR03171	equivalog	0	soxL2		Rieske iron-sulfur protein SoxL2
argC_other	TIGR01851	equivalog	73	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
galE	TIGR01179	equivalog	119	galE	5.1.3.2	UDP-glucose 4-epimerase
Rieske_proteo	TIGR01416	equivalog	112	petA	1.10.2.2	ubiquinol-cytochrome c reductase, iron-sulfur subunit
phageshock_pspC	TIGR02978	equivalog	149	pspC		phage shock protein C
psbA	TIGR01151	equivalog	164	psbA		photosystem q(b) protein
phoR_proteo	TIGR02966	equivalog	699	phoR	2.7.3.-	phosphate regulon sensor kinase PhoR
trehalose_TreY	TIGR02401	equivalog	105	treY	5.4.99.15	malto-oligosyltrehalose synthase
fdx_isc	TIGR02007	equivalog	76	fdx		ferredoxin, 2Fe-2S type, ISC system
arch_flag_Nterm	TIGR02537	domain	0			archaeal flagellin N-terminal-like domain
Bac_Flav_CT_M	TIGR03779	equivalog	98	traM		Bacteroides conjugative transposon TraM protein
PEP_his_kin	TIGR02916	equivalog	699	prsK	2.7.13.3	putative PEP-CTERM system histidine kinase
TraF	TIGR02739	equivalog	0	traF		type-F conjugative transfer system pilin assembly protein TraF
moaD_arch	TIGR01687	subfamily	82			MoaD family protein
gmd	TIGR01472	equivalog	90	gmd	4.2.1.47	GDP-mannose 4,6-dehydratase
cas_cyan_RAMP	TIGR02581	hypoth_equivalog	708			CRISPR-associated RAMP protein, SSO1426 family
PYST-A	TIGR01599	paralog	0			Plasmodium yoelii subtelomeric family PYST-A
NhaD	TIGR00775	subfamily	145			Na+/H+ antiporter, NhaD family
partition_RepA	TIGR03453	equivalog	186	repA		plasmid partitioning protein RepA
LysX_arch	TIGR02144	equivalog	0	lysX		Lysine biosynthesis enzyme LysX
cas_Csc1	TIGR03159	hypoth_equivalog	708	csc1		CRISPR type I-D/CYANO-associated protein Csc1
CRISPR_DxTHG	TIGR02549	domain	708			CRISPR-associated DxTHG motif protein
MJ0570_dom	TIGR00290	domain	0			MJ0570-related uncharacterized domain
spore_IV_B	TIGR02860	equivalog	705	spoIVB	3.4.21.116	stage IV sporulation protein B
crypto_DASH	TIGR02765	subfamily	261			cryptochrome, DASH family
ELAV_HUD_SF	TIGR01661	subfamily	0			ELAV/HuD family splicing factor
proto_IX_ox	TIGR00562	equivalog	79	hemG	1.3.3.4	protoporphyrinogen oxidase
Trypano_RHS	TIGR01631	paralog	0			trypanosome RHS family
TTQ_MADH_Hv	TIGR02658	equivalog	109	mauB	1.4.99.3	methylamine dehydrogenase heavy chain
lanti_perm_MutG	TIGR03733	subfamily	0			lantibiotic protection ABC transporter permease subunit, MutG family
L_ocin_972_ABC	TIGR03608	subfamily	141			putative bacteriocin export ABC transporter, lactococcin 972 group
Pmev_kin_anim	TIGR01223	equivalog	102		2.7.4.2	phosphomevalonate kinase
hemK_rel_arch	TIGR00537	hypoth_equivalog	703			putative methylase
rSAM_BssD	TIGR04003	equivalog	140	bssD	1.97.-.-	[benzylsuccinate synthase]-activating enzyme
HpaB-2	TIGR02310	equivalog	0	hpaB	1.14.13.3	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component
O_succ_thio_ly	TIGR02080	equivalog	71	metB	2.5.1.48	O-succinylhomoserine (thiol)-lyase
235kDa-fam	TIGR01612	paralog	0			rhoptry protein
DMSO_dmsB	TIGR02951	equivalog	0	dmsB		dimethylsulfoxide reductase, chain B
GGGP	TIGR01769	equivalog	0		2.5.1.41	phosphoglycerol geranylgeranyltransferase
Na_K_ATPase_bet	TIGR01107	equivalog	145		3.6.3.9	Na+/K+ ATPase, beta subunit
wecB_tagA_cpsF	TIGR00696	superfamily	90		2.4.1.-	glycosyl transferase, WecB/TagA/CpsF family
arCOG00985	TIGR03684	equivalog	0			arCOG04150 universal archaeal PUA-domain protein
spore_ytvI	TIGR02872	equivalog	705	ytvI		sporulation integral membrane protein YtvI
DNA-3'-Pase	TIGR01664	equivalog_domain	0		3.1.3.32	DNA 3'-phosphatase
cinA_nterm	TIGR00200	domain	132			competence/damage-inducible protein CinA N-terminal domain
lpxB	TIGR00215	equivalog	90	lpxB	2.4.1.182	lipid-A-disaccharide synthase
bacteriocin_ABC	TIGR01193	subfamily	147			ABC-type bacteriocin transporter
dnaG	TIGR01391	equivalog_domain	132	dnaG	2.7.7.-	DNA primase
rpsG_bact	TIGR01029	equivalog	158	rpsG		ribosomal protein S7
Mo_ABC_porter	TIGR01581	hypoth_equivalog	0			NifC-like ABC-type porter
ATPase-IB_hvy	TIGR01525	subfamily	0		3.6.3.-	heavy metal translocating P-type ATPase
TIGR00159	TIGR00159	hypoth_equivalog	156			TIGR00159 family protein
recG	TIGR00643	equivalog	132	recG	3.6.1.-	ATP-dependent DNA helicase RecG
spoT_relA	TIGR00691	subfamily	149			RelA/SpoT family protein
TIGR02596	TIGR02596	paralog	91			Verrucomicrobium spinosum paralogous family TIGR02596
S16	TIGR00002	equivalog	158	rpsP		ribosomal protein S16
